title,authors,average_rating,categories,published_year,ratings_count,weighted_rating,context_string
Quivers,Robin Quivers,3.51,African Americans in radio broadcasting,1995.0,60.0,3.907608544284706,Title: Quivers. Author(s): Robin Quivers. Category: African Americans in radio broadcasting. Published: 1995. 
Moonspinners,Mary Stewart,4.03,Fiction,2003.0,5868.0,3.929248068328473,Title: Moonspinners. Author(s): Mary Stewart. Category: Fiction. Published: 2003. 
Small Wonder,Barbara Kingsolver,4.01,Literary Collections,2003.0,8738.0,3.932326478826928,Title: Small Wonder. Author(s): Barbara Kingsolver. Category: Literary Collections. Published: 2003. 
Worlds Enough & Time,Dan Simmons,3.75,Fiction,2002.0,923.0,3.9034643843973704,Title: Worlds Enough & Time. Author(s): Dan Simmons. Category: Fiction. Published: 2002. 
The Cheese Monkeys,Chip Kidd,3.75,Fiction,2002.0,4570.0,3.8865008519970363,Title: The Cheese Monkeys. Author(s): Chip Kidd. Category: Fiction. Published: 2002. 
Travels,Michael Crichton,3.95,Biography & Autobiography,2002.0,6812.0,3.9164810733035242,Title: Travels. Author(s): Michael Crichton. Category: Biography & Autobiography. Published: 2002. 
Caesar,Colleen McCullough,4.36,Fiction,2003.0,5825.0,3.9852482805117613,Title: Caesar. Author(s): Colleen McCullough. Category: Fiction. Published: 2003. 
The Forever War,Joe Haldeman,4.15,Fiction,2003.0,103375.0,4.097907313065098,Title: The Forever War. Author(s): Joe Haldeman. Category: Fiction. Published: 2003. 
Amelia Bedelia Goes Camping,Peggy Parish,4.14,Juvenile Fiction,2003.0,2040.0,3.9239538991143146,Title: Amelia Bedelia Goes Camping. Author(s): Peggy Parish. Category: Juvenile Fiction. Published: 2003. 
The Secret Sister,Elizabeth Lowell,3.65,Fiction,2005.0,1164.0,3.8982802547800417,Title: The Secret Sister. Author(s): Elizabeth Lowell. Category: Fiction. Published: 2005. 
Amelia Bedelia Helps Out,Peggy Parish,4.25,Juvenile Fiction,2005.0,7678.0,3.9810887447655494,Title: Amelia Bedelia Helps Out. Author(s): Peggy Parish. Category: Juvenile Fiction. Published: 2005. 
Whirlpool,Elizabeth Lowell,3.78,Fiction,2006.0,1115.0,3.903599288054837,Title: Whirlpool. Author(s): Elizabeth Lowell. Category: Fiction. Published: 2006. 
"Teach Us, Amelia Bedelia",Peggy Parish,4.21,Juvenile Fiction,2004.0,3069.0,3.9378347541082612,"Title: Teach Us, Amelia Bedelia. Author(s): Peggy Parish. Category: Juvenile Fiction. Published: 2004. "
Cryptonomicon,Neal Stephenson,4.25,Fiction,2002.0,80225.0,4.160646886749174,Title: Cryptonomicon. Author(s): Neal Stephenson. Category: Fiction. Published: 2002. 
Falling Up,Shel Silverstein,4.34,Juvenile Nonfiction,2002.0,114058.0,4.253910315383474,Title: Falling Up. Author(s): Shel Silverstein. Category: Juvenile Nonfiction. Published: 2002. 
Anansi Boys,Neil Gaiman,4.02,Fiction,2006.0,153485.0,4.002569849497213,Title: Anansi Boys. Author(s): Neil Gaiman. Category: Fiction. Published: 2006. 
Fragile Things,Neil Gaiman,4.01,Fiction,2006.0,43210.0,3.969705154443025,Title: Fragile Things. Author(s): Neil Gaiman. Category: Fiction. Published: 2006. 
What Went Wrong?,Bernard Lewis,3.49,History,2003.0,2409.0,3.875753662065846,Title: What Went Wrong?. Author(s): Bernard Lewis. Category: History. Published: 2003. 
Letters from the Earth,Mark Twain,4.22,Literary Criticism,2004.0,6447.0,3.966049061963126,Title: Letters from the Earth. Author(s): Mark Twain. Category: Literary Criticism. Published: 2004. 
Savannah Blues,Mary Kay Andrews,3.98,Fiction,2003.0,15417.0,3.933610031164839,Title: Savannah Blues. Author(s): Mary Kay Andrews. Category: Fiction. Published: 2003. 
The Whipping Boy,Sid Fleischman,3.56,Juvenile Fiction,2003.0,19910.0,3.764911576886356,Title: The Whipping Boy. Author(s): Sid Fleischman. Category: Juvenile Fiction. Published: 2003. 
The Innovator's Dilemma,Clayton M. Christensen,3.99,Business & Economics,2003.0,28568.0,3.949327393436185,Title: The Innovator's Dilemma. Author(s): Clayton M. Christensen. Category: Business & Economics. Published: 2003. 
A Nose for Murder,Lee Charles Kelley,3.47,Fiction,2003.0,93.0,3.907017968967997,Title: A Nose for Murder. Author(s): Lee Charles Kelley. Category: Fiction. Published: 2003. 
Happiness,Will Ferguson,3.78,Fiction,2003.0,2191.0,3.8992551613057578,Title: Happiness. Author(s): Will Ferguson. Category: Fiction. Published: 2003. 
Size 12 Is Not Fat,Meg Cabot,3.74,Fiction,2006.0,73592.0,3.7869327298650894,Title: Size 12 Is Not Fat. Author(s): Meg Cabot. Category: Fiction. Published: 2006. 
Warrior of the Light,Paulo Coelho,3.7,Fiction,2004.0,21578.0,3.8184926264120413,Title: Warrior of the Light. Author(s): Paulo Coelho. Category: Fiction. Published: 2004. 
The Devil and Miss Prym,Paulo Coelho,3.6,Fiction,2006.0,46113.0,3.717622224983753,Title: The Devil and Miss Prym. Author(s): Paulo Coelho. Category: Fiction. Published: 2006. 
The Big Bing,Stanley Bing,3.08,Business & Economics,2006.0,26.0,3.9076907495510977,Title: The Big Bing. Author(s): Stanley Bing. Category: Business & Economics. Published: 2006. 
One Hundred Years of Solitude,Gabriel Garcia Marquez,4.06,Fiction,2003.0,547207.0,4.052516679470505,Title: One Hundred Years of Solitude. Author(s): Gabriel Garcia Marquez. Category: Fiction. Published: 2003. 
Walt Whitman,Justin Kaplan,3.99,Biography & Autobiography,2003.0,210.0,3.909045981625619,Title: Walt Whitman. Author(s): Justin Kaplan. Category: Biography & Autobiography. Published: 2003. 
How to Make Love Like a Porn Star,Jenna Jameson;Neil Strauss,3.75,Biography & Autobiography,2004.0,10211.0,3.8665703934907496,Title: How to Make Love Like a Porn Star. Author(s): Jenna Jameson;Neil Strauss. Category: Biography & Autobiography. Published: 2004. 
The Outsider,Richard Wright,4.16,Fiction,1953.0,1736.0,3.9229274193213057,Title: The Outsider. Author(s): Richard Wright. Category: Fiction. Published: 1953. 
1421,Gavin Menzies,3.59,History,2004.0,11289.0,3.8179230469646512,Title: 1421. Author(s): Gavin Menzies. Category: History. Published: 2004. 
The Andromeda Strain,Michael Crichton,3.89,Fiction,2003.0,192637.0,3.892371981640669,Title: The Andromeda Strain. Author(s): Michael Crichton. Category: Fiction. Published: 2003. 
Congo,Michael Crichton,3.58,Fiction,2003.0,140223.0,3.635356089488296,Title: Congo. Author(s): Michael Crichton. Category: Fiction. Published: 2003. 
Johnny and the Dead,Terry Pratchett,3.78,Juvenile Fiction,2006.0,7733.0,3.8809759049650694,Title: Johnny and the Dead. Author(s): Terry Pratchett. Category: Juvenile Fiction. Published: 2006. 
Amelia Bedelia 40th Anniversary Collection,Peggy Parish,4.41,Juvenile Fiction,2003.0,256.0,3.912924859316408,Title: Amelia Bedelia 40th Anniversary Collection. Author(s): Peggy Parish. Category: Juvenile Fiction. Published: 2003. 
The Girls of Lighthouse Lane #3,Thomas Kinkade;Erika Tamar,3.96,Juvenile Fiction,2005.0,24.0,3.908491363368146,Title: The Girls of Lighthouse Lane #3. Author(s): Thomas Kinkade;Erika Tamar. Category: Juvenile Fiction. Published: 2005. 
The Bradbury Chronicles,Sam Weller,4.22,Biography & Autobiography,2006.0,352.0,3.9122589854625476,Title: The Bradbury Chronicles. Author(s): Sam Weller. Category: Biography & Autobiography. Published: 2006. 
Three Rotten Eggs,Gregory Maguire,3.74,Juvenile Fiction,2005.0,76.0,3.90799866699927,Title: Three Rotten Eggs. Author(s): Gregory Maguire. Category: Juvenile Fiction. Published: 2005. 
The Wicked Day,Mary Stewart,4.09,Fiction,2003.0,9875.0,3.9552599380203612,Title: The Wicked Day. Author(s): Mary Stewart. Category: Fiction. Published: 2003. 
The Game,Neil Strauss,3.74,Biography & Autobiography,2005.0,19305.0,3.840314722686682,Title: The Game. Author(s): Neil Strauss. Category: Biography & Autobiography. Published: 2005. 
"The Lion, the Witch and the Wardrobe (picture book edition)",C. S. Lewis,4.19,Juvenile Fiction,2004.0,5012.0,3.950652817381548,"Title: The Lion, the Witch and the Wardrobe (picture book edition). Author(s): C. S. Lewis. Category: Juvenile Fiction. Published: 2004. "
Gold,Isaac Asimov,3.99,Fiction,2003.0,2393.0,3.9147806755584362,Title: Gold. Author(s): Isaac Asimov. Category: Fiction. Published: 2003. 
The Kindness of Strangers,Katrina Kittle,4.01,Fiction,2007.0,11432.0,3.9375767702815434,Title: The Kindness of Strangers. Author(s): Katrina Kittle. Category: Fiction. Published: 2007. 
Built to Last,Jim Collins;Jerry I. Porras,3.98,Business & Economics,2004.0,49529.0,3.953910299237471,Title: Built to Last. Author(s): Jim Collins;Jerry I. Porras. Category: Business & Economics. Published: 2004. 
Fluke,Christopher Moore,3.75,Fiction,2004.0,34773.0,3.821263983554111,Title: Fluke. Author(s): Christopher Moore. Category: Fiction. Published: 2004. 
Lord of Light,Roger Zelazny,4.1,Fiction,2004.0,22530.0,3.9931462318565396,Title: Lord of Light. Author(s): Roger Zelazny. Category: Fiction. Published: 2004. 
The Perennial Philosophy,Aldous Huxley,4.23,Philosophy,2004.0,2959.0,3.9387665446326285,Title: The Perennial Philosophy. Author(s): Aldous Huxley. Category: Philosophy. Published: 2004. 
A Crack in the Edge of the World,Simon Winchester,3.78,History,2006.0,5242.0,3.8884474032769254,Title: A Crack in the Edge of the World. Author(s): Simon Winchester. Category: History. Published: 2006. 
Dead Witch Walking,Kim Harrison,4.04,Fiction,2004.0,97105.0,4.010212646781756,Title: Dead Witch Walking. Author(s): Kim Harrison. Category: Fiction. Published: 2004. 
"The Good, the Bad, and the Undead",Kim Harrison,4.26,Fiction,2005.0,53112.0,4.137448239786387,"Title: The Good, the Bad, and the Undead. Author(s): Kim Harrison. Category: Fiction. Published: 2005. "
"Men Are from Mars, Women Are from Venus",John Gray,3.54,Family & Relationships,2004.0,126108.0,3.607769665001928,"Title: Men Are from Mars, Women Are from Venus. Author(s): John Gray. Category: Family & Relationships. Published: 2004. "
Sabriel (adult),Garth Nix,4.17,Fiction,2004.0,1296.0,3.919853604389018,Title: Sabriel (adult). Author(s): Garth Nix. Category: Fiction. Published: 2004. 
Slouching Toward Nirvana,Charles Bukowski,3.99,Poetry,2006.0,1901.0,3.9135602752331127,Title: Slouching Toward Nirvana. Author(s): Charles Bukowski. Category: Poetry. Published: 2006. 
Bad Childhood---Good Life,Laura Schlessinger,3.92,Self-Help,2006.0,502.0,3.908648357854308,Title: Bad Childhood---Good Life. Author(s): Laura Schlessinger. Category: Self-Help. Published: 2006. 
Cat Cross Their Graves,Shirley Rousseau Murphy,4.3,Fiction,2005.0,481.0,3.9149637152225614,Title: Cat Cross Their Graves. Author(s): Shirley Rousseau Murphy. Category: Fiction. Published: 2005. 
Cat Breaking Free,Shirley Rousseau Murphy,4.2,Fiction,2006.0,204.0,3.910525482938688,Title: Cat Breaking Free. Author(s): Shirley Rousseau Murphy. Category: Fiction. Published: 2006. 
Slider,Patrick Robinson,4.18,Sports & Recreation,2004.0,64.0,3.9090579417665,Title: Slider. Author(s): Patrick Robinson. Category: Sports & Recreation. Published: 2004. 
The Black Dahlia Files,Don Wolfe,3.84,True Crime,2006.0,600.0,3.907032849710199,Title: The Black Dahlia Files. Author(s): Don Wolfe. Category: True Crime. Published: 2006. 
Metro Girl,Janet Evanovich,3.62,Fiction,2005.0,28414.0,3.764247787729189,Title: Metro Girl. Author(s): Janet Evanovich. Category: Fiction. Published: 2005. 
Motor Mouth,Janet Evanovich,3.67,Fiction,2006.0,21885.0,3.8047190371842277,Title: Motor Mouth. Author(s): Janet Evanovich. Category: Fiction. Published: 2006. 
Mystic River,Dennis Lehane,4.18,Fiction,2003.0,105317.0,4.122287934014546,Title: Mystic River. Author(s): Dennis Lehane. Category: Fiction. Published: 2003. 
Great Short Works of Herman Melville,Herman Melville,4.02,Fiction,2004.0,401.0,3.9099997644453657,Title: Great Short Works of Herman Melville. Author(s): Herman Melville. Category: Fiction. Published: 2004. 
The Day I Swapped My Dad for Two Goldfish,Neil Gaiman,4.03,Juvenile Fiction,2006.0,280.0,3.909633604739473,Title: The Day I Swapped My Dad for Two Goldfish. Author(s): Neil Gaiman. Category: Juvenile Fiction. Published: 2006. 
Eleven Minutes,Paulo Coelho,3.69,Fiction,2005.0,114826.0,3.733344203956728,Title: Eleven Minutes. Author(s): Paulo Coelho. Category: Fiction. Published: 2005. 
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,3.77,Psychology,2006.0,157734.0,3.7911388814534313,Title: Zen and the Art of Motorcycle Maintenance. Author(s): Robert M. Pirsig. Category: Psychology. Published: 2006. 
Ulysses S. Grant,Michael Korda,3.88,Biography & Autobiography,2004.0,410.0,3.9080433528574154,Title: Ulysses S. Grant. Author(s): Michael Korda. Category: Biography & Autobiography. Published: 2004. 
A Dirty Job,Christopher Moore,4.07,Fiction,2006.0,88016.0,4.030564372628844,Title: A Dirty Job. Author(s): Christopher Moore. Category: Fiction. Published: 2006. 
Quicksilver,Neal Stephenson,3.93,Fiction,2004.0,29981.0,3.9195113246652484,Title: Quicksilver. Author(s): Neal Stephenson. Category: Fiction. Published: 2004. 
Every Book Its Reader,Nicholas A. Basbanes,3.96,Literary Criticism,2006.0,300.0,3.9089863042076844,Title: Every Book Its Reader. Author(s): Nicholas A. Basbanes. Category: Literary Criticism. Published: 2006. 
Flirting With Danger,Suzanne Enoch,3.93,Fiction,2005.0,3519.0,3.9108222052907418,Title: Flirting With Danger. Author(s): Suzanne Enoch. Category: Fiction. Published: 2005. 
Lost Horizon,James Hilton,3.92,Fiction,2004.0,11794.0,3.9118356037505904,Title: Lost Horizon. Author(s): James Hilton. Category: Fiction. Published: 2004. 
The Doors of Perception and Heaven and Hell,Aldous Huxley,3.94,Philosophy,2004.0,27716.0,3.9240251447339842,Title: The Doors of Perception and Heaven and Hell. Author(s): Aldous Huxley. Category: Philosophy. Published: 2004. 
Thanksgiving,Janet Evanovich,3.6,Fiction,2006.0,10334.0,3.8262055042463894,Title: Thanksgiving. Author(s): Janet Evanovich. Category: Fiction. Published: 2006. 
Love Overboard,Janet Evanovich,3.65,Fiction,2005.0,11223.0,3.835287118383485,Title: Love Overboard. Author(s): Janet Evanovich. Category: Fiction. Published: 2005. 
Back to the Bedroom,Janet Evanovich,3.67,Fiction,2005.0,9839.0,3.847132098621075,Title: Back to the Bedroom. Author(s): Janet Evanovich. Category: Fiction. Published: 2005. 
The Rocky Road to Romance,Janet Evanovich,3.67,Fiction,2004.0,9470.0,3.848856983281495,Title: The Rocky Road to Romance. Author(s): Janet Evanovich. Category: Fiction. Published: 2004. 
Thomas Jefferson,Christopher Hitchens,3.92,Biography & Autobiography,2005.0,2181.0,3.90927112474935,Title: Thomas Jefferson. Author(s): Christopher Hitchens. Category: Biography & Autobiography. Published: 2005. 
Muhammad,Karen Armstrong,4.04,Biography & Autobiography,2006.0,1662.0,3.915715171155411,Title: Muhammad. Author(s): Karen Armstrong. Category: Biography & Autobiography. Published: 2006. 
Meeting Jesus Again for the First Time,Marcus J. Borg,4.14,Religion,1995.0,3998.0,3.9370014006267153,Title: Meeting Jesus Again for the First Time. Author(s): Marcus J. Borg. Category: Religion. Published: 1995. 
Reading the Bible Again for the First Time,Marcus J. Borg,4.13,Religion,2002.0,2875.0,3.928799146610657,Title: Reading the Bible Again for the First Time. Author(s): Marcus J. Borg. Category: Religion. Published: 2002. 
Shadow of the Almighty,Elisabeth Elliot,4.39,Religion,1989.0,6658.0,3.999840291729492,Title: Shadow of the Almighty. Author(s): Elisabeth Elliot. Category: Religion. Published: 1989. 
The Dance of the Dissident Daughter,Sue Monk Kidd,3.96,Religion,2002.0,5319.0,3.9165743162987523,Title: The Dance of the Dissident Daughter. Author(s): Sue Monk Kidd. Category: Religion. Published: 2002. 
C.S. Lewis,C. S. Lewis,4.31,Religion,1996.0,255.0,3.9120183556362624,Title: C.S. Lewis. Author(s): C. S. Lewis. Category: Religion. Published: 1996. 
The Screwtape Letters,C. S. Lewis,4.22,Religion,2001.0,116735.0,4.158995119884753,Title: The Screwtape Letters. Author(s): C. S. Lewis. Category: Religion. Published: 2001. 
Mere Christianity,C. S. Lewis,4.32,Religion,2001.0,7316.0,3.992694259284683,Title: Mere Christianity. Author(s): C. S. Lewis. Category: Religion. Published: 2001. 
Learning to Love,Thomas Merton,4.5,Religion,1998.0,15.0,3.908759888400156,Title: Learning to Love. Author(s): Thomas Merton. Category: Religion. Published: 1998. 
The Mediator #4: Darkest Hour,Meg Cabot,4.17,Juvenile Fiction,2004.0,30018.0,4.042792219390346,Title: The Mediator #4: Darkest Hour. Author(s): Meg Cabot. Category: Juvenile Fiction. Published: 2004. 
Cash,Johnny Cash,4.07,Biography & Autobiography,2003.0,16485.0,3.9677505146092713,Title: Cash. Author(s): Johnny Cash. Category: Biography & Autobiography. Published: 2003. 
"The Collected Letters of C.S. Lewis, Volume 1",C. S. Lewis,4.37,Biography & Autobiography,2004.0,112.0,3.910259439512991,"Title: The Collected Letters of C.S. Lewis, Volume 1. Author(s): C. S. Lewis. Category: Biography & Autobiography. Published: 2004. "
