isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,api_description
9780972121798,097212179X,Tea with Jane Austen,,Kim Wilson,Biography & Autobiography,http://books.google.com/books/content?id=sqoVPPhhcvYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While to us tea is an everyday commodity, in Austen's time it was relatively expensive, and to be able to offer it to visitors implied some degree of social status. This book examines the social customs of the time, and includes recipes.",2004.0,3.78,128.0,1415.0,
9780972167482,097216748X,Dark Birthright,,Jeanne Treat,History,http://books.google.com/books/content?id=Oh3mAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Its 1619 in Scotland, a time of intolerance, when healers are hanged as witches. A child born of mysterious parentage is given to fisher folk to raise as their son. Dughall grows up in a family bound by love and morality, becomes a healer, and displays psychic abilities.His life is torn apart when hes claimed by his real father, a cruel and powerful lord who tries to mold him in his image. Dughall must define himself, in the midst of a struggle between an Earl, a Duke, and the family who wants him back. All the while, hes determined to marry the lass he left behind, a woodland priestess with eyes as green as a peacock's feather.""Dark Birthright"" is a story reflecting the political, religious, and cultural dynamics of 17th century Scotland. It paints a picture of life in the Highlands, as well as the fisher folk and a village of witches worshipping the Goddess.",2006.0,3.63,429.0,128.0,
9780972393614,0972393617,Ultimate Unofficial Guide to the Mysteries of Harry Potter,,Galadriel Waters;Astre Mithrandir,Literary Criticism,http://books.google.com/books/content?id=73QFJ7cN-yoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A guide to J.K. Rowling's first four Harry Potter novels analyzes mysterious elements, themes, and puzzles hidden throughout the works and speculates about the plots and endings of future volumes.",2003.0,4.05,412.0,2725.0,This Ultimate Unofficial Guide has what fans crave: - Secrets revealed! - Instructions on how to find clues - Recent hints and information from JK Rowling's chats and interviews - Brief summaries of the mysteries for each of the first four books - Tons of great Harry Potter info! This guide is a must-have to keep the ultimate Harry Potter fan busy while waiting for Book 5.
9780972589819,0972589813,Dashiell Hammett,Lost Stories,Dashiell Hammett,,,,2005.0,3.98,342.0,194.0,"""Dashiell Hammett - Hollywood screenwriter and high-flying author of The Maltese Falcon and The Thin Man - died in 1961. For the more than forty years since, his daughter, Jo Hammett, has kept her silence. Now, for the first time, she tells her side of the Dashiell Hammett story."".

""In Jo Hammett's earliest recollections, although her already famous father exists outside the sphere of the daily life she shares with her mother and sister, he writes to Jo frequently and visits the family when he can.

Jo's memories of him are golden: like the trip she recalls to the Santa Anita racetrack in a chauffeur-driven limousine, where Hammett plays more on the horses than he can afford; or like a Depression-era excursion to Beverly Hills and a splurge that would have supported an entire family for a month - to buy Jo a new riding outfit. She recalls, too, dinner at New York's Plaza Hotel with her father and a surprisingly melancholy, teary, ""small and rather rumpled-looking"" Dorothy Parker.

With more ambivalence, she remembers the 1950s, when she assumes her responsibility as the sole designated correspondent with her black-listed, imprisoned father and her role as go-between for him and Lillian Hellman."".

""The notorious Hammett-Hellman romance, Dash's rude flirtations, his heavy drinking, his attraction to Communism, his quirks and betrayals and paternal love - Jo Hammett neither blinks at her father's faults nor diminishes his humanity. Illustrated with never-before published photos from family albums.""--BOOK JACKET."
9780972851725,0972851720,H.G. Wells' Floor Games,A Father's Account of Play and Its Legacy of Healing,H. G. Wells;Barbara A. Turner,Games & Activities,http://books.google.com/books/content?id=4PglfbMD1awC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Suggests some of the games that can be created using toy soldiers and other figurines, blocks, boards and planks, and toy trains arranged in various ways on an appropriate floor. New postscript offers biographical sketches of Wells, Margaret Lowenfeld, and Dora M. Kalff, and describes how Wells' book inspired the development of sandplay therapy.",2004.0,3.41,110.0,47.0,
9780974016719,0974016713,The Frequencies,A Poem,Noah Eli Gordon,Poetry,http://books.google.com/books/content?id=t7laAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Poetry. ""Noah Eli Gordon can spin, scratch, sample, and dub to mix a sound all his own. THE FREQUENCIES tunes in desire, poetry, static, and laughter - all the while broadcasting with the intensity and joy of first things""--Peter Gizzi. ""This is the new music - listen to it""--Lisa Jarnot.",2003.0,4.32,81.0,69.0,
9780974412184,097441218X,My Sister's Keeper,,Mavis Applewater,Fiction,http://books.google.com/books/content?id=xlm0PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2004.0,3.86,252.0,85.0,
9780974514055,0974514055,Programming Ruby,The Pragmatic Programmers' Guide,David Thomas,Computers,http://books.google.com/books/content?id=wX9jQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tutorial and reference to the object-oriented programming language for beginning to experienced programmers, updated for version 1.8, describes the language's structure, syntax, and operation, and explains how to build applications. Original. (Intermediate)",2004.0,4.04,828.0,1525.0,
9780974559308,097455930X,Creating Contagious Leadership,,John Hersey,Leadership,,,2003.0,3.0,128.0,2.0,
9780974607894,0974607894,First Love,,Ivan Sergeevich Turgenev,Fiction,http://books.google.com/books/content?id=VcNvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This vivid, sensitive tale of adolescent love follows a 16-year-old boy who falls in love with a beautiful, older woman and experiences a whirlwind of changing emotions, from exaltation and jealousy to despair and devotion. This beautifully packaged series of classic novellas includes the works of masterful writers. Inexpensive and collectible, they are the first single-volume publications of these classic tales, offering a closer look at this under-appreciated literary form and providing a fresh take on the world's most celebrated authors.",2004.0,3.79,124.0,5551.0,"Fiona Marshall had loved Phillipe ever since she could remember. As a little girl she had made everyone laugh by saying that one day she would marry him, and she had done everything she could to make her childish dreams come true. Now, at last she was going to meet him again -- this time as an adult. Would he treat her like the child he had known, or as the beautiful woman she had become? She was ready to prove her devotion to him, but she was totally unprepared for the polite stranger who greeted her without a trace of recognition."
9780974811826,0974811823,Brando Unzipped,,Darwin Porter,Biography & Autobiography,http://books.google.com/books/content?id=Ufj7vvPLiIgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,see www.BloodMoonProductions.com,2006.0,3.55,625.0,79.0,
9780974935997,0974935999,The Mind Parasites,,,Fiction,http://books.google.com/books/content?id=v9F-AaygPYQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Mind parasites are sucking the human mind dry. Humankind must develop paranormal abilities or perish.,2005.0,3.79,240.0,888.0,
